3,0.822038,0.190381,1000,0.004815,19.031487,19.038129,0.809619,822.0375,177.9625,1440,90324,73128,17196,130066560,105304320,0.146594,0.780936,0.001838,B,0.023455,'NB-No Block'
9,0.275513,0.729111,100,0.004815,72.889036,72.911141,0.270889,27.55125,72.44875,1440,9048,2451,6598,13029120,3529440,0.517669,0.242451,0.002236,NB,0.460725,Block
3,0.923707,0.090383,900,0.000633,9.035834,9.038339,0.909617,831.336,68.664,1440,81276,73930,7346,117037440,106459200,0.058749,0.886758,0.001751,B,0,'No Block'
9,0.368775,0.63771,100,0.000552,63.737843,63.770999,0.36229,36.8775,63.1225,1440,9048,3278,5770,13029120,4720320,0.522922,0.324522,0.001776,NB,0.439255,Block
3,0.905217,0.10867,800,0.000497,10.864208,10.866977,0.89133,724.17375,75.82625,1440,72228,64379,7849,104008320,92705760,0.076069,0.869009,0.001767,B,0,'No Block'
9,0.514687,0.494142,100,0.003098,49.392131,49.414235,0.505858,51.46875,48.53125,1440,9048,4577,4471,13029120,6590880,0.405197,0.442631,0.00225,NB,0.291742,'NB-No Block'
3,0.912327,0.102633,700,0.000423,10.252196,10.263258,0.897367,638.628775,61.371225,1440,63284,56789,6495,91128960,81776160,0.08108,0.86671,0.001959,B,0,'No Block'
9,0.565425,0.444076,100,0.004677,44.3855,44.407604,0.555924,56.5425,43.4575,1440,9048,5030,4018,13029120,7243200,0.359702,0.508883,0.002365,'P NB',0.122299,'NB-No Block'
9,0.928,0.086126,900,0.000623,8.610168,8.612629,0.913874,835.2,64.8,1440,81276,74276,7000,117037440,106957440,0.06804,0.89088,0.000583,B,0,'No Block'
9,0.55125,0.458002,100,0.005004,45.778073,45.800177,0.541998,55.125,44.875,1440,9048,4904,4144,13029120,7061760,0.325181,0.4851,0.002435,'P NB',0.120317,'NB-No Block'
3,0.859478,0.153514,500,0.000443,15.344782,15.351421,0.846486,429.73875,70.26125,1440,45188,38251,6937,65070720,55081440,0.108995,0.850883,0.002242,B,0,'No Block'
9,0.53145,0.477896,100,0.000866,47.75641,47.789567,0.522104,53.145,46.855,1440,9048,4724,4324,13029120,6802560,0.396653,0.451733,0.002294,'P NB',0.126929,'NB-No Block'
3,0.820097,0.192972,400,0.000469,19.280576,19.297178,0.807028,328.03875,71.96125,1440,36140,29166,6974,52041600,41999040,0.140869,0.811896,0.00226,B,0.005635,'NB-No Block'
9,0.577238,0.432471,100,0.004838,43.225022,43.247126,0.567529,57.72375,42.27625,1440,9048,5135,3913,13029120,7394400,0.315704,0.496424,0.002764,'P NB',0.123125,NB-Wait
3,0.87525,0.138362,600,0.000428,13.825114,13.836188,0.861638,525.15,74.85,1440,54184,46687,7497,78024960,67229280,0.101004,0.857745,0.001901,B,0,'No Block'
9,0.538875,0.47027,100,0.004078,47.004863,47.026967,0.52973,53.8875,46.1125,1440,9048,4793,4255,13029120,6901920,0.352702,0.463433,0.002281,'P NB',0.102284,'NB-No Block'
3,0.684394,0.327255,200,0.000493,32.692308,32.725464,0.672745,136.87875,63.12125,1440,18096,12174,5922,26058240,17530560,0.265076,0.657018,0.001902,B,0.021206,'NB-No Block'
9,0.5247,0.484085,100,0.005237,48.386384,48.408488,0.515915,52.47,47.53,1440,9048,4668,4380,13029120,6721920,0.334019,0.456489,0.001917,'P NB',0.106886,NB-Wait
3,0.779138,0.233095,300,0.000486,23.291008,23.309464,0.766905,233.74125,66.25875,1440,27092,20777,6315,39012480,29918880,0.191138,0.771346,0.002272,B,0.011468,'NB-No Block'
9,0.513563,0.495469,100,0.000912,49.513705,49.546861,0.504531,51.35625,48.64375,1440,9048,4565,4483,13029120,6573600,0.366647,0.451935,0.001083,'P NB',0.076996,NB-Wait
3,0.836696,0.176022,1000,0.000556,17.595545,17.602188,0.823978,836.69625,163.30375,1440,90324,74425,15899,130066560,107172000,0.132016,0.803228,0.001029,B,0,'No Block'
9,0.249525,0.754421,200,0.005005,75.431034,75.442087,0.245579,49.905,150.095,1440,18096,4444,13652,26058240,6399360,0.633714,0.224573,0.001042,NB,0.468948,Block
3,0.844525,0.168401,900,0.000409,16.836458,16.84015,0.831599,760.0725,139.9275,1440,81276,67589,13687,117037440,97328160,0.136405,0.819189,0.000542,B,0,'No Block'
9,0.446906,0.516523,200,0.000569,51.635721,51.652299,0.483477,89.38125,110.61875,1440,18096,8749,9347,26058240,12598560,0.408053,0.384339,0.000726,NB,0.318281,'NB-No Block'
3,0.831741,0.181038,800,0.000666,18.101013,18.103782,0.818962,665.3925,134.6075,1440,72228,59152,13076,104008320,85178880,0.150261,0.823423,0.000758,B,0.027047,'NB-No Block'
9,0.524925,0.483919,200,0.000627,48.380858,48.39191,0.516081,104.985,95.015,1440,18096,9339,8757,26058240,13448160,0.406492,0.451436,0.000755,NB,0.333323,NB-Wait
3,0.858182,0.155979,700,0.000512,15.594779,15.597939,0.844021,600.7275,99.2725,1440,63284,53413,9871,91128960,76914720,0.116985,0.841019,0.000764,B,0,'No Block'
3,0.721564,0.289414,1000,0.000475,28.93251,28.941367,0.710586,721.56375,278.43625,1440,90324,64183,26141,130066560,92423520,0.20259,0.692701,0.000817,B,0.036466,NB-Wait
3,0.776325,0.235752,600,0.000426,23.569688,23.575225,0.764248,465.795,134.205,1440,54184,41410,12774,78024960,59630400,0.181529,0.737509,0.000921,B,0.005446,'NB-No Block'
9,0.557494,0.45231,200,0.000665,45.092838,45.23099,0.54769,111.49875,88.50125,1440,18096,9911,8185,26058240,14271840,0.307571,0.47387,0.000945,'P NB',0.076893,NB-Wait
3,0.835043,0.17768,500,0.000512,17.754714,17.767992,0.82232,417.52125,82.47875,1440,45188,37159,8029,65070720,53508960,0.131483,0.801641,0.000927,B,0,'No Block'
9,0.718144,0.293656,200,0.002066,29.354553,29.354553,0.706344,143.62875,56.37125,1440,18096,12782,5314,26058240,18406080,0.220242,0.703781,0.000934,B,0.004405,'NB-No Block'
3,0.691228,0.319812,400,0.000856,31.9765,31.981184,0.680188,276.49125,123.50875,1440,36140,24582,11558,52041600,35398080,0.236661,0.601368,0.000767,B,0.021299,NB-Wait
9,0.517444,0.49149,200,0.000633,49.132405,49.148983,0.50851,103.48875,96.51125,1440,18096,9202,8894,26058240,13250880,0.393192,0.455351,0.001051,'P NB',0.110094,NB-Wait
3,0.790275,0.222095,300,0.000713,22.202126,22.209508,0.777905,237.0825,62.9175,1440,27092,21075,6017,39012480,30348000,0.188781,0.750761,0.001035,B,0.018878,'NB-No Block'
9,0.742725,0.269839,200,0.000538,26.967286,26.983864,0.730161,148.545,51.455,1440,18096,13213,4883,26058240,19026720,0.223966,0.735298,0.001093,B,0.022397,NB-Wait
3,0.486844,0.488448,200,0.001881,60.969275,60.980327,0.390197,97.36875,102.63125,1440,18096,7061,11035,26058240,10167840,0.400528,0.418686,0.001088,NB,0.248327,NB-Wait
9,0.530606,0.478448,200,0.000641,47.828249,47.844828,0.521552,106.12125,93.87875,1440,18096,9438,8658,26058240,13590720,0.368405,0.466934,0.001021,'P NB',0.099469,'NB-No Block'
3,0.395438,0.611516,100,0.000507,61.074271,61.151636,0.388484,39.54375,60.45625,1440,9048,3515,5533,13029120,5061600,0.415831,0.347985,0.000996,NB,0.224549,NB-Wait
9,0.748575,0.264092,200,0.000575,26.392573,26.409151,0.735908,149.715,50.285,1440,18096,13317,4779,26058240,19176480,0.171659,0.733604,0.001144,B,0.027466,'NB-No Block'
3,0.804499,0.207652,1000,0.000561,20.759709,20.765245,0.792348,804.49875,195.50125,1440,90324,71568,18756,130066560,103057920,0.153663,0.772319,0.001127,B,0.023049,'NB-No Block'
9,0.255375,0.748487,300,0.003407,74.841282,74.848664,0.251513,76.6125,223.3875,1440,27092,6814,20278,39012480,9812160,0.494001,0.227284,0.001277,NB,0.296401,NB-Wait
3,0.780688,0.231163,900,0.000488,23.113834,23.116295,0.768837,702.61875,197.38125,1440,81276,62488,18788,117037440,89982720,0.18493,0.765074,0.000947,B,0.031438,'NB-No Block'
9,0.518925,0.489148,300,0.001236,48.907427,48.914809,0.510852,155.6775,144.3225,1440,27092,13840,13252,39012480,19929600,0.371753,0.451465,0.001068,'P NB',0.115243,NB-Wait
3,0.796233,0.21601,800,0.000499,21.594119,21.596888,0.78399,636.98625,163.01375,1440,72228,56626,15602,104008320,81545760,0.153367,0.780308,0.001041,B,0.027606,'NB-No Block'
9,0.46875,0.538535,300,0.001276,53.846154,53.853536,0.461465,140.625,159.375,1440,27092,12502,14590,39012480,18002880,0.350048,0.4125,0.001038,'P NB',0.136519,NB-Wait
3,0.792514,0.220435,700,0.000419,22.034005,22.043487,0.779565,554.76,145.24,1440,63284,49334,13950,91128960,71040960,0.185165,0.776664,0.000944,B,0.037033,'NB-No Block'
9,0.5556,0.452975,300,0.001833,45.290123,45.297505,0.547025,166.68,133.32,1440,27092,14820,12272,39012480,21340800,0.330672,0.47226,0.000957,'P NB',0.085975,NB-Wait
